EmployeeNumber,Age,Gender,MaritalStatus,Department,EducationField,Education,BusinessTravel,DistanceFromHome,JobRole,JobLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,StockOptionLevel,OverTime,PercentSalaryHike,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,EmployeeCount,Over18,StandardHours,Attrition
535,42,Female,Single,Research & Development,Medical,3,Non-Travel,22,Healthcare Representative,3,3,3,3,1,2,3,5,20,7,4,1,4,1,0,No,24,11512,1435,86,5863,1,Y,80,No
536,24,Female,Married,Sales,Life Sciences,1,Travel_Frequently,25,Research Director,3,2,1,2,2,3,3,0,4,3,1,0,1,0,0,No,13,9944,623,56,26045,1,Y,80,No
537,37,Male,Married,Research & Development,Life Sciences,3,Travel_Rarely,15,Healthcare Representative,3,2,2,3,4,4,3,3,17,12,3,5,6,5,0,Yes,14,11174,786,49,3139,1,Y,80,No
538,22,Male,Married,Sales,Medical,1,Travel_Rarely,27,Laboratory Technician,5,1,1,2,2,4,3,3,4,2,0,0,1,1,0,No,20,14708,974,63,16173,1,Y,80,No
539,41,Male,Divorced,Human Resources,Medical,4,Non-Travel,9,Healthcare Representative,1,3,1,2,3,3,3,8,22,9,7,0,1,0,0,No,24,5368,319,77,16558,1,Y,80,No
540,18,Male,Married,Research & Development,Technical Degree,3,Travel_Frequently,26,Sales Representative,4,3,1,1,2,3,3,8,0,0,0,0,0,5,3,Yes,17,10471,331,60,25752,1,Y,80,Yes
541,48,Male,Divorced,Sales,Human Resources,4,Travel_Rarely,8,Sales Representative,2,1,3,1,4,3,3,8,29,6,3,0,4,4,0,No,14,8547,1442,51,25242,1,Y,80,No
542,20,Female,Single,Sales,Life Sciences,3,Travel_Rarely,2,Research Scientist,1,2,4,4,4,3,3,4,2,1,0,0,0,6,0,Yes,16,3672,904,33,23060,1,Y,80,No
543,26,Male,Married,Sales,Other,2,Travel_Frequently,22,Human Resources,3,3,2,3,4,4,3,3,7,4,3,0,2,4,2,No,24,9137,417,70,24896,1,Y,80,No
544,25,Male,Divorced,Research & Development,Medical,2,Travel_Rarely,22,Laboratory Technician,2,1,1,2,2,3,3,4,2,0,0,0,0,3,2,No,24,6864,1028,31,23659,1,Y,80,No
545,53,Male,Divorced,Research & Development,Life Sciences,2,Travel_Frequently,27,Research Director,1,4,4,4,2,3,3,7,35,11,1,1,4,4,1,Yes,12,7134,1350,63,14824,1,Y,80,No
546,20,Male,Married,Research & Development,Technical Degree,3,Travel_Rarely,27,Laboratory Technician,3,4,2,3,3,3,3,6,2,0,0,0,0,5,1,No,24,10265,1169,73,23706,1,Y,80,No
547,36,Male,Married,Research & Development,Life Sciences,3,Travel_Rarely,3,Sales Executive,5,3,1,3,4,3,3,6,16,6,4,2,3,4,0,No,23,15801,660,62,21281,1,Y,80,No
548,43,Male,Married,Research & Development,Medical,4,Travel_Frequently,19,Human Resources,3,1,1,1,3,2,4,4,23,14,3,7,7,2,2,Yes,19,10445,1024,66,11656,1,Y,80,Yes
549,40,Female,Married,Research & Development,Technical Degree,1,Travel_Rarely,21,Manager,4,3,2,3,3,3,3,6,17,8,4,1,1,6,1,No,14,11967,1353,49,24009,1,Y,80,No
550,47,Male,Married,Research & Development,Life Sciences,2,Travel_Rarely,18,Research Scientist,1,4,3,1,4,3,3,8,28,25,8,5,8,4,1,No,17,6739,450,47,2766,1,Y,80,No
551,52,Male,Divorced,Research & Development,Human Resources,5,Travel_Rarely,1,Sales Executive,1,1,2,3,4,1,3,6,32,24,3,12,16,6,0,Yes,22,6729,1206,89,4570,1,Y,80,No
552,34,Male,Married,Research & Development,Life Sciences,5,Travel_Rarely,2,Research Scientist,2,4,2,1,2,3,3,4,15,13,11,0,1,3,1,No,15,6806,1496,93,6116,1,Y,80,No
553,53,Female,Single,Human Resources,Technical Degree,5,Travel_Frequently,20,Research Scientist,4,4,2,3,1,2,3,8,34,30,18,2,17,3,1,No,16,14140,583,41,15370,1,Y,80,No
554,31,Male,Married,Research & Development,Life Sciences,2,Travel_Rarely,25,Human Resources,5,1,4,2,2,2,3,9,12,11,7,3,5,5,0,No,17,15197,1343,44,3861,1,Y,80,No
555,60,Female,Single,Sales,Life Sciences,1,Travel_Frequently,6,Research Scientist,1,1,3,1,3,3,4,7,40,39,10,15,14,4,1,No,12,7251,131,55,7623,1,Y,80,No
556,39,Female,Single,Sales,Medical,1,Travel_Rarely,2,Research Scientist,3,3,3,2,4,3,3,8,17,7,6,1,2,5,0,No,17,9276,622,79,8059,1,Y,80,No
557,49,Male,Married,Research & Development,Technical Degree,1,Travel_Rarely,12,Research Director,2,4,2,1,2,3,3,2,27,9,5,0,6,6,1,Yes,13,7804,487,34,8063,1,Y,80,No
558,55,Female,Married,Research & Development,Life Sciences,5,Travel_Rarely,10,Research Director,4,4,3,1,1,1,3,4,36,11,9,6,4,1,0,No,11,13474,140,85,3382,1,Y,80,No
559,52,Male,Single,Research & Development,Human Resources,5,Travel_Rarely,29,Research Scientist,2,3,4,4,2,3,4,2,32,22,2,12,3,1,2,No,16,8321,943,30,7608,1,Y,80,No
560,54,Female,Single,Research & Development,Life Sciences,5,Travel_Frequently,27,Manager,3,3,3,2,3,1,4,3,35,26,6,10,17,1,1,No,22,12996,840,89,8923,1,Y,80,No
561,41,Male,Single,Research & Development,Medical,4,Travel_Rarely,17,Healthcare Representative,5,3,4,2,1,4,3,7,18,4,2,1,0,4,1,Yes,25,15609,630,32,20966,1,Y,80,No
562,19,Female,Divorced,Research & Development,Medical,2,Travel_Rarely,28,Manager,3,3,1,1,2,2,3,6,1,0,0,0,0,5,0,No,17,7901,1311,89,16724,1,Y,80,Yes
563,39,Male,Married,Sales,Life Sciences,3,Travel_Rarely,7,Laboratory Technician,4,4,4,2,2,4,4,0,19,15,3,5,1,6,1,No,22,14973,447,97,9867,1,Y,80,No
564,25,Male,Single,Research & Development,Other,5,Travel_Rarely,29,Sales Representative,4,1,4,2,4,1,4,7,6,4,1,1,1,0,0,No,14,12013,1250,86,5526,1,Y,80,No
565,56,Male,Single,Sales,Medical,5,Travel_Frequently,13,Research Director,3,1,3,3,3,2,3,1,36,19,10,5,9,0,0,No,20,10285,990,99,14836,1,Y,80,No
566,28,Female,Married,Research & Development,Marketing,3,Travel_Rarely,14,Sales Representative,2,1,4,1,3,3,4,1,5,1,0,0,0,4,0,No,20,7504,1356,62,9893,1,Y,80,No
567,27,Male,Single,Research & Development,Medical,5,Travel_Rarely,2,Human Resources,5,4,3,4,3,3,3,5,6,3,2,1,2,1,0,No,15,15015,109,75,19428,1,Y,80,No
568,28,Male,Married,Research & Development,Medical,2,Travel_Rarely,6,Sales Executive,2,3,2,1,1,4,3,2,8,2,1,0,0,3,2,Yes,17,6951,1457,74,7603,1,Y,80,No
569,45,Female,Married,Research & Development,Marketing,3,Travel_Rarely,6,Manager,5,1,3,3,2,3,3,9,23,15,9,2,7,0,0,No,21,13745,103,30,26921,1,Y,80,No
570,42,Female,Divorced,Research & Development,Human Resources,5,Travel_Frequently,15,Human Resources,5,1,3,1,4,3,3,1,20,8,6,2,5,0,2,Yes,15,16793,1098,90,4377,1,Y,80,No
571,58,Male,Single,Research & Development,Marketing,2,Travel_Rarely,6,Healthcare Representative,3,2,1,4,3,1,3,1,40,15,7,7,8,3,2,No,20,10527,1153,80,22872,1,Y,80,No
572,35,Male,Married,Research & Development,Medical,4,Travel_Rarely,3,Human Resources,5,1,1,3,3,3,3,7,15,8,1,1,3,4,1,Yes,14,14088,327,59,18902,1,Y,80,No
573,30,Male,Single,Research & Development,Marketing,3,Travel_Rarely,18,Manufacturing Director,4,3,2,4,4,3,3,2,10,6,4,2,2,6,0,No,19,13181,149,45,18827,1,Y,80,No
574,20,Female,Divorced,Sales,Marketing,2,Travel_Rarely,26,Human Resources,4,2,3,4,3,4,3,7,0,0,0,0,0,3,1,No,11,12056,150,77,24325,1,Y,80,No
575,18,Male,Divorced,Sales,Medical,2,Travel_Frequently,3,Human Resources,1,2,1,4,3,3,3,6,0,0,0,0,0,4,2,No,17,4077,281,99,13288,1,Y,80,No
576,34,Female,Married,Research & Development,Marketing,4,Travel_Rarely,17,Manager,1,1,4,3,1,3,3,1,12,2,0,1,1,6,0,No,18,4077,311,41,19899,1,Y,80,Yes
577,57,Male,Married,Sales,Medical,3,Non-Travel,28,Sales Representative,1,3,1,4,1,3,3,5,34,31,18,15,17,3,0,No,23,6646,1454,95,15208,1,Y,80,No
578,40,Male,Single,Research & Development,Technical Degree,2,Travel_Rarely,12,Healthcare Representative,1,4,4,1,1,2,3,5,22,4,3,2,1,1,0,No,16,6766,381,70,19105,1,Y,80,No
579,56,Male,Divorced,Research & Development,Other,4,Travel_Frequently,6,Laboratory Technician,5,3,3,3,2,3,3,0,33,12,4,4,4,5,1,No,11,17613,1227,86,15822,1,Y,80,No
580,22,Male,Married,Research & Development,Other,1,Travel_Frequently,3,Healthcare Representative,1,4,2,4,3,4,3,7,0,0,0,0,0,0,0,No,11,4344,185,40,26575,1,Y,80,No
581,22,Female,Single,Sales,Technical Degree,1,Travel_Rarely,28,Human Resources,1,4,2,2,4,3,3,8,2,1,0,0,0,1,0,No,19,3395,1016,37,10082,1,Y,80,Yes
582,53,Male,Married,Research & Development,Marketing,5,Travel_Rarely,12,Sales Executive,5,4,3,4,2,3,3,9,33,23,4,4,10,0,1,No,23,18970,734,76,20281,1,Y,80,No
583,22,Male,Married,Sales,Technical Degree,4,Non-Travel,4,Research Scientist,2,3,1,3,3,4,4,0,4,3,0,0,0,4,1,No,24,5894,856,50,6155,1,Y,80,No
584,20,Female,Divorced,Research & Development,Life Sciences,3,Travel_Rarely,26,Healthcare Representative,5,1,3,2,4,2,3,1,0,0,0,0,0,1,0,Yes,23,12286,1197,56,3177,1,Y,80,Yes
585,35,Female,Married,Research & Development,Medical,1,Travel_Rarely,24,Manufacturing Director,5,2,3,2,3,4,3,8,16,13,2,4,6,2,2,No,16,16536,393,74,19583,1,Y,80,No
586,57,Female,Married,Sales,Life Sciences,3,Travel_Frequently,21,Manager,3,2,1,1,2,3,3,3,34,11,7,2,5,4,0,No,18,11299,105,46,7456,1,Y,80,No
587,47,Male,Married,Sales,Life Sciences,3,Travel_Frequently,3,Manufacturing Director,5,3,4,4,2,3,3,6,29,24,17,5,10,2,0,Yes,24,16730,409,54,2391,1,Y,80,No
588,22,Male,Single,Sales,Other,3,Travel_Rarely,3,Manager,5,4,3,3,3,3,4,3,2,1,0,0,0,2,0,No,23,13579,1225,55,17936,1,Y,80,No
589,53,Female,Married,Research & Development,Human Resources,1,Travel_Rarely,7,Sales Executive,1,3,1,2,2,3,3,2,33,29,18,3,16,3,0,No,17,7980,927,55,17296,1,Y,80,No
590,54,Male,Single,Research & Development,Medical,3,Travel_Rarely,5,Laboratory Technician,1,2,3,4,1,1,3,6,31,24,18,6,2,0,1,Yes,18,5921,1395,79,17976,1,Y,80,No
591,52,Male,Divorced,Sales,Life Sciences,3,Travel_Rarely,16,Sales Representative,2,4,2,1,3,2,3,2,30,21,9,1,14,6,0,No,12,7646,1268,40,13351,1,Y,80,No
592,56,Female,Married,Sales,Marketing,2,Non-Travel,12,Healthcare Representative,3,3,4,4,3,3,3,1,33,20,3,10,9,6,2,No,13,12209,312,94,22814,1,Y,80,No
593,28,Male,Married,Research & Development,Medical,1,Travel_Rarely,23,Sales Representative,4,4,2,2,2,3,3,5,9,4,1,0,2,4,2,Yes,18,13197,180,80,2320,1,Y,80,No
594,60,Male,Single,Sales,Technical Degree,5,Travel_Frequently,3,Manager,1,3,4,3,1,3,3,1,40,35,18,15,17,0,0,No,18,8900,129,30,5970,1,Y,80,No
595,31,Female,Single,Research & Development,Other,4,Non-Travel,22,Laboratory Technician,1,3,4,1,4,1,3,1,10,7,2,1,1,3,1,No,19,4645,364,70,11412,1,Y,80,Yes
596,52,Female,Married,Research & Development,Medical,4,Travel_Frequently,28,Manufacturing Director,2,2,1,3,2,2,3,7,32,17,11,8,9,2,1,Yes,15,10043,771,41,26530,1,Y,80,Yes
597,42,Male,Single,Research & Development,Life Sciences,4,Non-Travel,4,Human Resources,2,2,2,3,3,2,3,5,24,19,12,8,6,1,2,No,14,8110,123,40,20014,1,Y,80,No
598,51,Male,Single,Research & Development,Life Sciences,4,Travel_Rarely,19,Human Resources,5,2,1,4,1,3,3,5,29,7,4,3,0,6,0,No,17,14770,1315,80,14907,1,Y,80,No
599,44,Male,Married,Research & Development,Life Sciences,1,Travel_Rarely,15,Sales Executive,2,2,2,2,2,2,4,1,26,22,4,11,9,2,1,No,24,7083,769,47,25730,1,Y,80,No
600,45,Male,Married,Research & Development,Medical,3,Travel_Frequently,3,Sales Representative,5,3,1,1,3,2,3,1,26,22,7,9,7,4,0,No,25,14098,1131,70,25010,1,Y,80,No
601,44,Female,Married,Sales,Life Sciences,5,Travel_Rarely,9,Healthcare Representative,1,2,3,1,1,3,3,3,21,8,3,0,0,4,0,Yes,11,5132,1321,50,4629,1,Y,80,No
602,51,Female,Married,Sales,Life Sciences,2,Travel_Rarely,23,Sales Executive,1,1,1,1,2,3,3,3,29,6,4,1,2,2,2,No,16,6041,148,52,15233,1,Y,80,No
603,49,Male,Divorced,Research & Development,Life Sciences,5,Travel_Rarely,26,Manager,5,1,3,2,3,3,3,4,28,21,13,4,7,2,0,No,18,14501,707,77,25783,1,Y,80,No
604,23,Male,Married,Sales,Life Sciences,1,Travel_Rarely,11,Sales Executive,2,4,2,4,4,2,4,1,5,1,0,0,0,6,1,No,14,7579,1042,76,6672,1,Y,80,Yes
605,53,Female,Married,Research & Development,Technical Degree,2,Travel_Rarely,4,Laboratory Technician,1,2,4,1,2,4,3,8,34,33,18,15,3,5,0,No,16,6295,1495,31,5947,1,Y,80,No
606,41,Male,Divorced,Research & Development,Life Sciences,2,Non-Travel,8,Sales Representative,3,3,4,1,1,3,3,3,22,4,2,0,1,3,2,Yes,12,11871,1244,91,10775,1,Y,80,No
607,31,Male,Married,Human Resources,Human Resources,4,Travel_Rarely,25,Research Director,1,4,3,1,1,3,3,8,10,3,0,1,1,3,0,Yes,17,5491,403,71,26225,1,Y,80,Yes
608,40,Male,Married,Research & Development,Life Sciences,1,Travel_Frequently,17,Manufacturing Director,1,1,2,2,3,2,3,4,19,4,1,0,1,0,0,Yes,24,5602,479,48,7529,1,Y,80,Yes
609,59,Female,Married,Research & Development,Life Sciences,2,Travel_Rarely,13,Research Director,3,4,3,3,3,2,3,4,39,32,6,13,17,1,1,Yes,24,13233,1219,38,17887,1,Y,80,No
610,54,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,1,Research Director,3,3,3,2,3,3,4,1,32,21,3,7,17,0,0,Yes,11,10732,1014,64,8605,1,Y,80,No
611,53,Female,Married,Sales,Technical Degree,2,Travel_Rarely,23,Healthcare Representative,3,3,1,2,2,2,3,6,31,27,9,8,3,5,0,No,20,9333,449,79,20422,1,Y,80,No
612,37,Male,Married,Research & Development,Life Sciences,5,Travel_Rarely,14,Research Scientist,3,2,2,1,1,3,3,0,15,14,10,7,5,6,1,Yes,24,10714,791,31,24258,1,Y,80,No
613,51,Female,Single,Research & Development,Medical,5,Travel_Frequently,16,Manager,1,3,4,4,1,3,4,7,33,22,4,3,17,1,3,Yes,22,7287,1400,50,3016,1,Y,80,No
614,34,Male,Single,Human Resources,Life Sciences,2,Travel_Rarely,25,Sales Executive,2,1,2,1,1,2,3,8,13,5,0,2,3,1,1,Yes,11,7314,387,97,11434,1,Y,80,No
615,47,Male,Married,Research & Development,Other,3,Travel_Rarely,17,Human Resources,2,2,1,1,2,2,3,3,28,7,1,2,6,2,0,No,16,10183,561,37,16472,1,Y,80,No
616,45,Male,Single,Sales,Life Sciences,2,Travel_Frequently,27,Manufacturing Director,2,4,4,3,2,2,3,8,26,23,7,3,15,5,0,Yes,22,9401,1362,86,6566,1,Y,80,No
617,28,Male,Married,Research & Development,Medical,2,Travel_Rarely,17,Sales Representative,3,2,4,4,1,3,3,6,5,1,0,0,0,2,1,No,25,8722,1042,46,17873,1,Y,80,No
618,29,Male,Married,Research & Development,Technical Degree,4,Travel_Rarely,10,Sales Representative,2,3,3,2,3,1,3,0,9,8,0,0,1,0,0,Yes,15,5846,412,65,11113,1,Y,80,Yes
619,20,Male,Divorced,Sales,Life Sciences,2,Travel_Rarely,27,Healthcare Representative,4,4,3,1,2,3,3,2,0,0,0,0,0,4,1,Yes,15,12364,501,84,2881,1,Y,80,Yes
620,24,Male,Single,Research & Development,Life Sciences,1,Travel_Rarely,19,Human Resources,5,3,2,3,4,2,3,6,5,3,2,1,1,1,1,No,14,16107,1276,100,17431,1,Y,80,No
621,36,Male,Married,Sales,Technical Degree,2,Travel_Rarely,23,Research Director,4,2,2,2,2,3,3,7,13,8,2,0,4,4,2,No,24,12660,492,72,2952,1,Y,80,No
622,38,Female,Married,Sales,Life Sciences,5,Travel_Rarely,7,Research Director,2,4,4,2,1,4,3,0,19,18,4,1,12,5,0,No,13,8806,1082,45,7022,1,Y,80,No
623,25,Male,Single,Research & Development,Life Sciences,2,Travel_Rarely,20,Sales Executive,3,4,4,4,3,4,4,6,6,4,1,1,3,0,2,No,16,9092,794,35,6093,1,Y,80,Yes
624,35,Female,Single,Sales,Medical,2,Travel_Rarely,17,Healthcare Representative,3,3,2,4,3,3,3,8,16,11,3,1,2,6,0,No,13,9012,409,82,3274,1,Y,80,No
625,43,Female,Single,Research & Development,Life Sciences,4,Travel_Frequently,4,Human Resources,4,1,2,2,4,3,3,0,24,13,7,2,5,4,1,Yes,25,15136,615,71,12281,1,Y,80,No
626,28,Male,Single,Sales,Human Resources,1,Travel_Rarely,8,Research Director,2,2,1,3,3,3,3,8,7,4,1,1,3,0,0,No,11,7348,1095,84,23803,1,Y,80,No
627,32,Female,Single,Research & Development,Marketing,2,Travel_Rarely,27,Healthcare Representative,1,2,1,3,2,4,3,5,14,7,5,1,5,1,1,Yes,18,5304,1222,100,9638,1,Y,80,No
628,33,Female,Married,Sales,Medical,1,Travel_Rarely,17,Sales Executive,4,1,2,4,3,3,3,6,14,13,10,6,9,1,0,No,13,12979,136,88,7980,1,Y,80,No
629,39,Female,Married,Research & Development,Life Sciences,5,Travel_Rarely,23,Laboratory Technician,4,2,3,4,4,2,3,0,17,12,8,3,7,6,0,No,17,12477,1367,65,22174,1,Y,80,No
630,33,Male,Single,Sales,Marketing,5,Travel_Rarely,5,Manager,1,1,3,2,3,3,3,6,15,12,3,4,10,5,1,No,19,4410,430,78,25409,1,Y,80,No
631,49,Male,Single,Research & Development,Marketing,4,Travel_Rarely,7,Manager,4,3,4,1,4,1,4,4,29,6,2,1,2,2,0,No,21,14384,1008,74,9531,1,Y,80,No
632,32,Male,Single,Research & Development,Life Sciences,2,Travel_Frequently,28,Human Resources,1,2,2,1,4,3,3,3,10,8,2,1,1,3,3,No,19,3919,499,43,3178,1,Y,80,No
633,36,Male,Married,Sales,Human Resources,4,Travel_Rarely,13,Sales Executive,4,3,1,1,4,2,4,7,16,8,5,2,1,2,2,No,17,11013,474,51,21013,1,Y,80,No
634,34,Female,Married,Research & Development,Medical,4,Travel_Frequently,26,Manufacturing Director,4,2,4,4,3,2,3,2,16,12,1,5,5,2,1,No,15,10711,1344,36,18270,1,Y,80,No
635,25,Female,Married,Research & Development,Technical Degree,5,Travel_Rarely,24,Laboratory Technician,1,3,4,3,2,3,3,0,7,1,0,0,0,4,1,No,23,4269,1081,56,26937,1,Y,80,Yes
636,47,Male,Single,Research & Development,Life Sciences,1,Travel_Rarely,10,Human Resources,4,3,3,4,4,3,3,4,24,21,7,0,9,1,0,No,21,15118,1381,42,18631,1,Y,80,No
637,28,Female,Single,Research & Development,Life Sciences,4,Travel_Rarely,28,Research Scientist,1,1,1,1,4,3,3,7,6,4,1,1,2,5,0,Yes,21,3739,129,93,25245,1,Y,80,Yes
638,30,Male,Divorced,Sales,Marketing,1,Non-Travel,23,Research Scientist,2,2,2,1,2,3,3,1,10,5,1,1,1,6,0,Yes,22,6752,479,90,5900,1,Y,80,No
639,52,Female,Single,Research & Development,Technical Degree,3,Travel_Rarely,4,Laboratory Technician,4,3,3,1,1,4,3,9,29,12,4,0,8,6,1,No,14,14895,168,81,6121,1,Y,80,No
640,58,Male,Single,Research & Development,Medical,5,Travel_Rarely,3,Sales Executive,2,3,4,3,4,3,3,6,40,17,10,8,3,1,2,No,25,11354,764,58,18630,1,Y,80,No
641,46,Female,Single,Sales,Life Sciences,1,Travel_Rarely,4,Manager,5,1,3,1,1,4,3,9,28,12,6,1,6,2,0,No,24,17189,746,30,20697,1,Y,80,No
642,57,Female,Divorced,Research & Development,Technical Degree,1,Travel_Rarely,22,Healthcare Representative,5,4,2,3,4,3,4,4,34,10,2,5,2,1,0,No,17,19233,1474,68,11690,1,Y,80,No
643,54,Male,Married,Research & Development,Life Sciences,5,Travel_Rarely,5,Manager,5,1,2,4,1,2,3,1,32,18,2,5,8,4,0,No,14,17354,423,31,12773,1,Y,80,No
644,38,Male,Married,Research & Development,Medical,1,Travel_Rarely,9,Human Resources,1,4,2,1,4,3,4,1,17,9,7,0,3,2,1,No,16,6003,1032,31,11544,1,Y,80,No
645,51,Female,Divorced,Research & Development,Marketing,4,Travel_Rarely,13,Manufacturing Director,1,3,1,3,3,3,3,5,31,16,7,7,9,2,0,No,16,6612,1492,40,3197,1,Y,80,No
646,32,Male,Single,Research & Development,Life Sciences,3,Travel_Rarely,4,Laboratory Technician,1,2,1,3,2,4,3,5,10,7,4,0,3,0,0,No,25,4465,197,64,23936,1,Y,80,No
647,37,Male,Divorced,Sales,Life Sciences,2,Travel_Rarely,10,Manufacturing Director,3,1,4,4,1,2,3,7,16,8,3,3,7,3,0,No,15,9871,723,83,24682,1,Y,80,No
648,41,Female,Single,Research & Development,Life Sciences,5,Travel_Rarely,20,Research Director,3,4,2,1,4,2,3,7,21,5,2,2,4,3,0,No,25,11560,648,59,25810,1,Y,80,Yes
649,59,Male,Married,Sales,Human Resources,5,Travel_Frequently,29,Healthcare Representative,4,3,4,1,1,1,3,7,39,34,18,11,11,3,1,No,14,15330,136,85,14609,1,Y,80,No
650,54,Male,Married,Research & Development,Life Sciences,2,Non-Travel,14,Research Scientist,2,4,2,1,1,3,3,5,34,18,2,2,3,2,3,No,24,10382,690,67,6252,1,Y,80,No
651,39,Male,Married,Research & Development,Marketing,1,Travel_Rarely,22,Sales Representative,1,4,4,3,4,3,4,0,18,13,6,3,1,5,0,No,24,5857,455,93,12102,1,Y,80,No
652,46,Male,Divorced,Research & Development,Other,1,Travel_Rarely,16,Sales Representative,4,1,1,4,3,3,3,5,25,23,11,7,5,4,0,No,20,14347,528,56,19102,1,Y,80,No
653,26,Female,Single,Sales,Marketing,1,Travel_Rarely,14,Laboratory Technician,4,3,1,1,1,2,3,8,4,3,0,1,0,1,0,No,12,9724,397,51,6332,1,Y,80,No
654,52,Male,Divorced,Sales,Medical,5,Travel_Frequently,16,Manager,4,2,3,2,2,3,3,8,32,20,13,7,16,2,1,No,20,12909,827,35,5867,1,Y,80,No
655,41,Male,Married,Research & Development,Medical,3,Travel_Rarely,28,Manager,2,4,4,3,3,3,3,8,22,13,3,3,10,4,1,No,24,8466,657,45,26810,1,Y,80,Yes
656,40,Male,Married,Research & Development,Medical,4,Travel_Frequently,2,Research Scientist,3,1,1,4,3,3,3,0,19,16,2,7,4,0,1,No,24,8403,1130,33,2875,1,Y,80,No
657,50,Female,Divorced,Research & Development,Marketing,2,Travel_Frequently,15,Sales Executive,5,1,3,4,2,3,3,4,29,24,17,11,16,2,1,No,17,18357,594,42,16955,1,Y,80,No
658,45,Male,Single,Research & Development,Other,5,Travel_Rarely,2,Sales Representative,4,3,1,3,2,2,3,6,26,8,6,3,6,6,2,Yes,18,11954,1068,97,5738,1,Y,80,No
659,21,Female,Divorced,Research & Development,Technical Degree,4,Travel_Rarely,26,Manager,5,3,3,4,1,3,3,2,3,2,0,0,0,3,0,No,16,11306,838,68,2547,1,Y,80,Yes
660,30,Female,Married,Sales,Medical,4,Travel_Rarely,18,Sales Representative,3,3,3,4,1,3,3,4,11,9,5,2,7,3,0,No,14,10141,592,72,17866,1,Y,80,No
661,25,Female,Married,Research & Development,Medical,3,Travel_Rarely,2,Manufacturing Director,1,2,3,4,4,2,3,0,7,5,0,1,4,4,0,No,20,4016,1252,57,6599,1,Y,80,No
662,49,Female,Single,Sales,Human Resources,4,Travel_Rarely,19,Healthcare Representative,4,2,2,2,1,3,3,1,31,9,6,4,7,2,1,No,25,14068,1131,75,20160,1,Y,80,No
663,19,Female,Married,Research & Development,Life Sciences,3,Travel_Rarely,13,Human Resources,3,4,2,2,4,3,3,0,0,0,0,0,0,5,0,No,15,7691,836,69,22614,1,Y,80,No
664,26,Female,Married,Sales,Technical Degree,2,Travel_Rarely,2,Laboratory Technician,1,4,3,2,1,3,4,9,4,2,1,1,0,0,2,No,23,3720,847,94,14675,1,Y,80,No
665,43,Male,Married,Sales,Life Sciences,3,Travel_Rarely,29,Manager,1,4,2,4,4,1,3,8,25,10,4,1,2,3,1,No,12,6806,1169,86,6173,1,Y,80,No
666,47,Female,Single,Research & Development,Technical Degree,2,Travel_Rarely,11,Research Scientist,2,2,3,2,2,2,3,4,27,20,7,8,17,4,2,No,11,8374,1177,69,25791,1,Y,80,No
667,39,Male,Single,Research & Development,Technical Degree,5,Travel_Rarely,1,Sales Executive,1,4,1,4,4,3,3,0,20,11,8,5,3,1,2,No,24,5938,1097,85,11307,1,Y,80,No
668,55,Male,Divorced,Sales,Medical,4,Travel_Frequently,18,Human Resources,4,2,2,3,4,2,3,3,32,14,1,1,6,5,1,No,12,12342,259,73,21104,1,Y,80,No
669,57,Female,Single,Sales,Life Sciences,4,Travel_Rarely,11,Research Scientist,4,4,1,1,2,3,3,4,37,17,4,0,5,0,2,No,17,14597,422,100,6822,1,Y,80,No
670,23,Female,Married,Research & Development,Technical Degree,4,Travel_Rarely,20,Manager,2,4,1,2,3,3,3,1,4,3,1,0,1,4,1,Yes,24,6375,666,67,6040,1,Y,80,No
671,58,Female,Divorced,Research & Development,Medical,3,Travel_Frequently,5,Healthcare Representative,1,1,2,1,2,3,4,6,37,33,18,12,6,4,0,No,16,6119,905,90,18858,1,Y,80,No
672,44,Male,Single,Sales,Medical,5,Travel_Rarely,25,Research Director,1,4,2,3,4,3,3,9,24,20,2,5,14,5,1,No,15,6684,652,42,7198,1,Y,80,No
673,45,Male,Single,Research & Development,Medical,2,Travel_Rarely,13,Healthcare Representative,5,3,1,2,4,3,3,8,26,24,13,2,12,1,3,No,11,15892,1260,41,15321,1,Y,80,No
674,22,Male,Married,Sales,Medical,3,Travel_Rarely,13,Sales Representative,2,4,1,2,4,2,3,8,3,2,0,0,0,1,1,No,21,7533,592,52,16902,1,Y,80,No
675,44,Male,Single,Research & Development,Marketing,1,Non-Travel,24,Human Resources,1,3,4,1,3,2,3,8,26,15,9,7,5,4,1,Yes,15,7086,861,88,5055,1,Y,80,No
676,49,Male,Married,Research & Development,Life Sciences,2,Travel_Frequently,16,Research Director,4,1,3,1,2,3,3,0,27,7,5,3,3,6,0,No,12,13728,1077,92,10332,1,Y,80,Yes
677,42,Male,Married,Sales,Medical,3,Travel_Rarely,1,Sales Representative,5,4,3,4,1,3,3,5,19,15,6,6,10,5,2,No,18,12323,628,58,6832,1,Y,80,No
678,21,Male,Married,Sales,Human Resources,3,Travel_Rarely,17,Research Scientist,1,1,3,4,3,3,3,5,0,0,0,0,0,1,0,No,13,4257,879,61,2022,1,Y,80,Yes
