EmployeeNumber,Age,Gender,MaritalStatus,Department,EducationField,Education,BusinessTravel,DistanceFromHome,JobRole,JobLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,StockOptionLevel,OverTime,PercentSalaryHike,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,Attrition,Attrition_Flag,TenureRatio,JobHoppingIndex,SatisfactionScore,IncomeToLevelRatio,PromotionStagnation,ManagerStability,IsFrequentTraveler,HasNoStockOptions,IsEarlyCareer,LongCommute,AgeGroup
468,43,Male,Divorced,Sales,Technical Degree,2,Travel_Frequently,27,Manager,5,3,1,3,4,3,3,6,21,15,10,3,12,3,1,Yes,16,14574,203,72,7340,No,0,0.7142857142857143,0.2857142857142857,2.75,0.981921297789642,0.2,0.8,1,0,0,1,36-45
469,25,Female,Single,Human Resources,Other,1,Non-Travel,23,Human Resources,3,3,2,4,2,1,3,6,5,4,3,0,1,5,0,No,14,8230,1105,53,24520,Yes,1,0.8,1.2,2.25,0.8004336602591293,0.0,0.25,0,1,0,1,18-25
470,58,Male,Married,Research & Development,Human Resources,5,Non-Travel,4,Manager,2,2,4,2,4,3,3,9,37,17,1,3,8,6,3,No,22,10348,1094,30,14247,No,0,0.4594594594594595,0.24324324324324326,3.25,1.2809182031873554,0.17647058823529413,0.47058823529411764,0,0,0,0,56-60
471,49,Male,Married,Sales,Medical,2,Travel_Rarely,8,Sales Representative,3,4,4,2,1,4,3,2,28,10,3,1,5,0,0,Yes,17,11869,1404,62,11857,No,0,0.35714285714285715,0.07142857142857142,2.75,1.1543556638658088,0.1,0.5,0,1,0,0,46-55
472,52,Male,Divorced,Sales,Marketing,5,Travel_Rarely,9,Human Resources,3,3,4,3,4,2,3,0,30,6,2,2,5,3,0,Yes,14,13229,215,74,18799,No,0,0.2,0.0,3.25,1.286626596788338,0.3333333333333333,0.8333333333333334,0,1,0,0,46-55
473,36,Female,Married,Research & Development,Other,4,Travel_Rarely,10,Manager,2,1,2,1,3,3,3,2,16,7,1,0,2,5,0,No,21,6472,811,100,18446,Yes,1,0.4375,0.125,2.25,0.8011309055883807,0.0,0.2857142857142857,0,1,0,0,36-45
474,38,Female,Married,Sales,Medical,5,Non-Travel,11,Research Director,2,4,3,4,3,3,3,5,17,11,1,0,5,4,1,Yes,17,7705,824,59,20563,No,0,0.6470588235294118,0.29411764705882354,3.25,0.953756740970098,0.0,0.45454545454545453,0,0,0,0,36-45
475,45,Male,Single,Sales,Life Sciences,5,Travel_Rarely,7,Healthcare Representative,5,4,3,4,2,2,3,3,24,10,5,1,8,3,0,No,22,14798,232,86,17363,No,0,0.4166666666666667,0.125,2.75,0.9970132677844876,0.1,0.8,0,1,0,0,36-45
476,51,Female,Married,Research & Development,Life Sciences,1,Travel_Frequently,20,Research Director,2,4,1,1,2,3,3,2,30,19,11,3,4,5,1,No,18,9124,971,60,26235,No,0,0.6333333333333333,0.06666666666666667,1.75,1.1294064249982054,0.15789473684210525,0.21052631578947367,1,0,0,1,46-55
477,54,Male,Divorced,Research & Development,Technical Degree,4,Travel_Frequently,4,Manager,1,2,4,1,2,3,4,9,31,7,3,0,4,3,2,Yes,22,5826,773,77,12399,No,0,0.22580645161290322,0.2903225806451613,2.5,1.0294637891731513,0.0,0.5714285714285714,1,0,0,0,46-55
478,18,Male,Single,Sales,Medical,3,Travel_Frequently,23,Manufacturing Director,4,1,4,3,4,2,4,5,0,0,0,0,0,0,1,No,23,10779,798,98,7016,No,0,0.0,5.0,3.25,0.8465858657384782,0.0,0.0,1,0,1,1,18-25
479,46,Female,Married,Research & Development,Life Sciences,4,Travel_Frequently,20,Manager,4,1,1,3,1,4,3,6,23,18,15,0,5,1,3,Yes,12,13765,1055,87,5174,No,0,0.782608695652174,0.2608695652173913,2.25,1.0811071937925738,0.0,0.2777777777777778,1,0,0,1,46-55
480,22,Male,Divorced,Sales,Medical,4,Travel_Rarely,28,Manufacturing Director,2,3,4,1,3,3,4,7,4,1,0,0,0,0,2,No,12,6106,1146,78,8168,No,0,0.25,1.75,2.75,0.7558259130906447,0.0,0.0,0,0,0,1,18-25
481,30,Male,Single,Human Resources,Technical Degree,3,Travel_Rarely,1,Manufacturing Director,4,4,2,3,4,3,3,4,10,7,5,3,2,4,1,No,21,12433,1027,88,21330,No,0,0.7,0.4,3.0,0.9764915176478801,0.42857142857142855,0.2857142857142857,0,0,0,0,26-35
482,53,Male,Single,Sales,Medical,2,Travel_Frequently,9,Laboratory Technician,5,1,3,2,3,2,4,7,33,26,8,6,6,6,1,No,19,14793,639,43,23346,No,0,0.7878787878787878,0.21212121212121213,2.5,0.9966763934542455,0.23076923076923078,0.23076923076923078,1,0,0,0,46-55
483,28,Male,Married,Research & Development,Human Resources,5,Travel_Frequently,27,Healthcare Representative,5,3,3,3,3,2,3,9,5,3,2,1,2,2,2,Yes,14,12920,1448,86,9293,Yes,1,0.6,1.8,2.75,0.8704832693455589,0.3333333333333333,0.6666666666666666,1,0,0,1,26-35
484,52,Female,Married,Research & Development,Technical Degree,4,Travel_Frequently,15,Manufacturing Director,4,1,1,2,3,3,3,7,34,30,18,11,14,5,1,Yes,11,16204,398,100,4430,No,0,0.8823529411764706,0.20588235294117646,2.25,1.2726669791656278,0.36666666666666664,0.4666666666666667,1,0,0,1,46-55
485,37,Male,Single,Sales,Other,5,Travel_Rarely,17,Manager,3,4,1,2,3,3,4,2,18,17,5,5,7,6,0,No,25,8359,575,99,20004,No,0,0.9444444444444444,0.1111111111111111,2.25,0.8129799472789868,0.29411764705882354,0.4117647058823529,0,1,0,1,36-45
486,28,Male,Married,Sales,Human Resources,2,Travel_Rarely,1,Manufacturing Director,1,1,3,2,3,2,3,7,8,1,0,0,0,2,2,No,12,4239,780,48,21647,No,0,0.125,0.875,2.5,0.7490382770863351,0.0,0.0,0,0,0,0,26-35
487,32,Male,Single,Research & Development,Life Sciences,5,Travel_Frequently,23,Healthcare Representative,3,4,4,1,4,3,3,2,10,7,4,2,6,6,1,No,17,11018,537,60,3377,No,0,0.7,0.2,3.0,1.0715890727503143,0.2857142857142857,0.8571428571428571,1,0,0,1,26-35
488,40,Male,Married,Research & Development,Marketing,2,Travel_Frequently,8,Research Scientist,5,1,4,1,3,3,3,0,20,7,3,0,2,0,2,No,14,12996,579,78,5333,No,0,0.35,0.0,2.75,0.8756037591652386,0.0,0.2857142857142857,1,0,0,0,36-45
489,50,Male,Married,Research & Development,Life Sciences,3,Travel_Rarely,28,Manufacturing Director,5,2,2,1,4,3,3,4,29,15,10,4,2,4,0,Yes,16,15245,1397,35,10381,No,0,0.5172413793103449,0.13793103448275862,2.5,1.0271298329081304,0.26666666666666666,0.13333333333333333,0,1,0,1,46-55
490,44,Male,Married,Research & Development,Other,5,Travel_Frequently,11,Manufacturing Director,4,3,4,4,3,3,4,5,25,17,5,1,3,1,0,No,21,12947,311,78,13611,No,0,0.68,0.2,3.5,1.0168612305145261,0.058823529411764705,0.17647058823529413,1,1,0,0,36-45
491,58,Female,Single,Research & Development,Life Sciences,2,Travel_Rarely,6,Human Resources,5,4,2,2,4,3,3,4,35,26,12,6,17,5,1,No,18,17388,816,49,4762,No,0,0.7428571428571429,0.11428571428571428,2.75,1.1715141708498897,0.23076923076923078,0.6538461538461539,0,0,0,0,56-60
492,55,Male,Divorced,Research & Development,Marketing,2,Travel_Frequently,18,Healthcare Representative,3,2,3,2,4,3,4,2,33,28,18,10,17,0,1,Yes,11,12118,759,90,16806,No,0,0.8484848484848485,0.06060606060606061,3.0,1.1785729155553013,0.35714285714285715,0.6071428571428571,1,0,0,1,46-55
493,50,Male,Single,Research & Development,Technical Degree,5,Non-Travel,14,Sales Executive,1,4,2,4,1,3,4,2,32,24,5,2,11,5,1,No,12,7242,221,73,14417,No,0,0.75,0.0625,2.5,1.2796733198063786,0.08333333333333333,0.4583333333333333,0,0,0,0,46-55
494,43,Male,Married,Research & Development,Life Sciences,5,Travel_Frequently,14,Laboratory Technician,3,1,3,4,4,3,3,9,21,17,3,2,3,2,2,No,25,12249,382,58,21196,No,0,0.8095238095238095,0.42857142857142855,3.5,1.191313718652986,0.11764705882352941,0.17647058823529413,1,0,0,0,36-45
495,30,Male,Married,Research & Development,Technical Degree,2,Non-Travel,28,Sales Representative,2,2,3,1,3,4,3,2,12,8,1,3,4,1,1,No,14,7029,481,33,25823,No,0,0.6666666666666666,0.16666666666666666,2.75,0.8700786673950446,0.375,0.5,0,0,0,1,26-35
496,35,Male,Divorced,Sales,Life Sciences,2,Travel_Rarely,11,Research Scientist,5,4,3,2,2,3,3,7,14,4,3,0,2,3,0,No,17,14391,758,79,4863,No,0,0.2857142857142857,0.5,2.5,0.9695916973027815,0.0,0.5,0,1,0,0,26-35
497,23,Female,Single,Research & Development,Medical,2,Travel_Rarely,12,Research Scientist,4,2,2,2,4,3,3,2,1,0,0,0,0,6,1,Yes,22,12837,682,68,13306,No,0,0.0,2.0,2.75,1.0082217977998742,0.0,0.0,0,0,1,0,18-25
498,34,Male,Single,Sales,Medical,1,Travel_Rarely,19,Manufacturing Director,3,3,3,4,1,3,3,1,11,6,1,1,0,1,0,No,23,8192,929,74,22601,No,0,0.5454545454545454,0.09090909090909091,2.75,0.7967378547804116,0.16666666666666666,0.0,0,1,0,1,26-35
499,57,Female,Married,Sales,Medical,3,Travel_Rarely,5,Manufacturing Director,2,2,3,3,3,4,3,0,39,30,18,15,10,2,1,No,15,11567,627,31,2231,No,0,0.7692307692307693,0.0,3.25,1.431811060713968,0.5,0.3333333333333333,0,0,0,0,56-60
500,36,Female,Single,Research & Development,Medical,2,Travel_Frequently,25,Healthcare Representative,1,2,2,3,3,4,3,2,17,4,2,1,2,4,0,No,14,6429,1195,60,23263,No,0,0.23529411764705882,0.11764705882352941,3.0,1.1360148816673858,0.25,0.5,1,1,0,1,36-45
501,22,Male,Single,Research & Development,Human Resources,5,Travel_Rarely,7,Sales Executive,1,4,3,1,4,2,3,8,0,0,0,0,0,0,0,No,17,4556,613,83,11915,Yes,1,0.0,8.0,2.5,0.8050526988453274,0.0,0.0,0,1,1,0,18-25
502,46,Male,Married,Sales,Medical,1,Travel_Frequently,8,Sales Representative,2,3,1,2,3,2,3,4,27,10,8,5,2,6,3,Yes,16,7303,1294,95,21837,Yes,1,0.37037037037037035,0.14814814814814814,2.0,0.9039955197020928,0.5,0.2,1,0,0,0,46-55
503,59,Male,Divorced,Sales,Medical,4,Travel_Rarely,1,Research Scientist,2,3,4,1,3,3,3,6,37,24,3,9,17,3,0,No,21,9977,1499,54,17030,No,0,0.6486486486486487,0.16216216216216217,2.75,1.234994290027082,0.375,0.7083333333333334,0,1,0,0,56-60
504,55,Female,Single,Research & Development,Human Resources,3,Non-Travel,10,Sales Representative,2,3,1,3,3,4,3,9,36,18,10,8,8,6,1,No,21,10833,1035,47,25432,No,0,0.5,0.25,2.75,1.340953507453481,0.4444444444444444,0.4444444444444444,0,0,0,0,46-55
505,29,Male,Divorced,Research & Development,Technical Degree,4,Travel_Rarely,17,Manager,5,4,4,4,3,4,3,0,11,3,1,1,1,2,1,No,14,13159,242,80,5758,No,0,0.2727272727272727,0.0,3.75,0.8865858623311307,0.3333333333333333,0.3333333333333333,0,0,0,1,26-35
506,37,Female,Divorced,Sales,Life Sciences,1,Travel_Rarely,21,Research Scientist,4,2,4,4,4,3,3,1,16,3,1,1,2,5,0,No,16,12752,1350,45,23805,No,0,0.1875,0.0625,3.75,1.0015458725203705,0.3333333333333333,0.6666666666666666,0,1,0,1,36-45
507,40,Female,Divorced,Sales,Other,3,Travel_Rarely,27,Healthcare Representative,3,4,4,2,4,2,3,9,18,8,6,2,4,2,2,No,21,9259,1243,93,16158,No,0,0.4444444444444444,0.5,3.0,0.9005121823012489,0.25,0.5,0,0,0,1,36-45
508,28,Female,Married,Research & Development,Life Sciences,4,Travel_Frequently,23,Sales Executive,1,3,1,2,1,4,3,5,9,5,2,0,0,3,0,No,18,4067,880,74,21199,Yes,1,0.5555555555555556,0.5555555555555556,2.0,0.7186455939868188,0.0,0.0,1,1,0,1,26-35
509,29,Male,Married,Human Resources,Medical,2,Travel_Frequently,10,Sales Representative,5,4,1,4,3,1,3,6,6,5,1,0,1,2,1,No,19,15529,575,95,21324,No,0,0.8333333333333334,1.0,2.25,1.0462642948658811,0.0,0.2,1,0,0,0,26-35
510,28,Female,Married,Sales,Medical,5,Travel_Rarely,24,Laboratory Technician,4,4,1,2,2,3,3,3,5,1,0,0,0,3,1,Yes,23,13356,1094,43,16483,Yes,1,0.2,0.6,2.0,1.04898421215355,0.0,0.0,0,0,0,1,26-35
511,60,Male,Married,Human Resources,Technical Degree,3,Travel_Frequently,6,Manufacturing Director,3,1,2,4,1,3,3,8,40,24,4,7,13,1,1,No,20,10271,961,35,13317,No,0,0.6,0.2,2.5,0.9989373176818368,0.2916666666666667,0.5416666666666666,1,0,0,0,56-60
512,50,Male,Divorced,Research & Development,Life Sciences,2,Travel_Rarely,7,Research Scientist,3,2,4,3,4,3,4,6,31,20,16,11,7,3,0,No,20,9784,1178,88,22215,No,0,0.6451612903225806,0.1935483870967742,3.5,0.9515726527309017,0.55,0.35,0,1,0,0,46-55
513,54,Male,Single,Sales,Life Sciences,1,Travel_Rarely,11,Manufacturing Director,3,2,4,2,4,3,4,2,33,23,6,10,13,5,2,No,18,12015,1003,50,14649,No,0,0.696969696969697,0.06060606060606061,3.25,1.168555337547198,0.43478260869565216,0.5652173913043478,0,0,0,0,46-55
514,53,Female,Single,Research & Development,Technical Degree,1,Travel_Rarely,16,Manufacturing Director,5,2,3,3,4,2,3,6,33,15,12,6,4,1,3,No,23,13683,1254,54,26383,No,0,0.45454545454545453,0.18181818181818182,3.0,0.9218902921405017,0.4,0.26666666666666666,0,0,0,1,46-55
515,59,Male,Single,Research & Development,Life Sciences,3,Non-Travel,6,Laboratory Technician,4,2,4,1,2,2,4,0,40,11,2,4,3,5,1,No,11,15324,1454,49,18668,No,0,0.275,0.0,2.25,1.2035515174484126,0.36363636363636365,0.2727272727272727,0,0,0,0,56-60
516,22,Female,Divorced,Research & Development,Medical,3,Travel_Rarely,27,Human Resources,3,1,1,2,2,3,3,2,1,0,0,0,0,5,1,Yes,12,9318,1152,59,17932,Yes,1,0.0,2.0,2.0,0.9062504065971527,0.0,0.0,0,0,1,1,18-25
517,55,Male,Married,Research & Development,Technical Degree,5,Travel_Rarely,8,Laboratory Technician,4,4,4,2,4,2,3,2,32,30,18,13,12,0,0,No,21,13388,545,93,16566,No,0,0.9375,0.0625,3.0,1.0514975016705397,0.43333333333333335,0.4,0,1,0,0,46-55
518,20,Female,Married,Research & Development,Marketing,4,Travel_Rarely,12,Research Scientist,5,4,2,4,1,3,3,7,1,0,0,0,0,4,0,No,20,14509,1363,78,8065,No,0,0.0,7.0,2.5,0.9775419314964948,0.0,0.0,0,1,1,0,18-25
519,38,Male,Divorced,Research & Development,Life Sciences,1,Travel_Rarely,18,Healthcare Representative,2,3,3,3,1,2,3,7,19,12,2,3,5,3,1,No,15,6814,1257,35,20718,No,0,0.631578947368421,0.3684210526315789,2.25,0.8434650789059374,0.25,0.4166666666666667,0,0,0,1,36-45
520,43,Male,Divorced,Research & Development,Life Sciences,3,Travel_Rarely,13,Laboratory Technician,5,2,4,2,2,3,3,0,21,4,2,0,3,4,0,No,20,13965,761,92,8196,No,0,0.19047619047619047,0.0,2.75,0.9408900043661554,0.0,0.75,0,1,0,0,36-45
521,33,Female,Single,Human Resources,Other,3,Travel_Rarely,12,Healthcare Representative,4,4,3,4,3,2,4,9,12,2,0,0,0,2,1,No,12,13349,183,61,17381,No,0,0.16666666666666666,0.75,3.0,1.0484344300717086,0.0,0.0,0,0,0,0,26-35
522,24,Male,Divorced,Research & Development,Medical,1,Travel_Rarely,29,Sales Representative,1,2,2,2,2,3,4,8,2,0,0,0,0,1,0,No,20,3435,1434,78,21899,Yes,1,0.0,4.0,2.25,0.6069701537606891,0.0,0.0,0,1,1,1,18-25
523,26,Male,Divorced,Research & Development,Life Sciences,4,Travel_Frequently,13,Sales Executive,5,2,3,4,1,3,3,4,5,3,2,0,1,2,0,Yes,16,12484,856,55,13276,Yes,1,0.6,0.8,2.75,0.8411078277484486,0.0,0.3333333333333333,1,1,0,0,26-35
524,53,Male,Single,Research & Development,Life Sciences,3,Travel_Rarely,4,Healthcare Representative,4,4,2,3,3,2,3,2,31,11,9,1,1,1,1,No,19,14378,660,36,26736,No,0,0.3548387096774194,0.06451612903225806,2.5,1.1292523961024066,0.09090909090909091,0.09090909090909091,0,0,0,0,46-55
525,31,Male,Married,Sales,Medical,1,Travel_Rarely,22,Sales Executive,2,4,3,4,4,3,3,4,9,3,2,0,0,2,0,No,16,6367,949,59,6091,No,0,0.3333333333333333,0.4444444444444444,3.5,0.7881335716750959,0.0,0.0,0,1,0,1,26-35
526,31,Male,Married,Sales,Other,3,Travel_Rarely,21,Sales Executive,2,3,2,4,2,2,3,5,10,2,1,1,0,6,1,No,21,7087,198,54,7257,Yes,1,0.2,0.5,2.5,0.8772581470804781,0.5,0.0,0,0,0,1,26-35
527,57,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,7,Sales Executive,5,1,2,2,2,3,3,6,37,8,4,1,1,5,1,No,12,18756,1256,31,9581,No,0,0.21621621621621623,0.16216216216216217,2.25,1.2636829876041256,0.125,0.125,0,0,0,0,56-60
528,24,Male,Married,Research & Development,Life Sciences,2,Travel_Rarely,25,Research Scientist,5,1,1,2,2,2,4,3,4,2,1,0,1,1,0,No,23,12318,354,83,26252,No,0,0.5,0.75,1.75,0.8299235999844112,0.0,0.5,0,1,0,1,18-25
529,57,Female,Single,Sales,Medical,2,Travel_Frequently,12,Manufacturing Director,1,4,2,4,2,4,3,1,38,24,9,0,6,3,0,Yes,18,7293,460,91,15351,No,0,0.631578947368421,0.02631578947368421,3.0,1.288685103748677,0.0,0.25,1,1,0,0,56-60
530,57,Male,Single,Research & Development,Life Sciences,1,Travel_Rarely,5,Human Resources,4,2,3,1,3,1,3,6,37,24,17,14,9,0,0,No,14,11685,881,94,8707,No,0,0.6486486486486487,0.16216216216216217,2.0,0.9177433751882473,0.5833333333333334,0.375,0,1,0,0,56-60
531,43,Male,Single,Sales,Life Sciences,2,Travel_Rarely,6,Human Resources,1,3,4,4,2,3,4,7,22,12,7,5,7,0,1,No,25,6437,1030,47,26140,No,0,0.5454545454545454,0.3181818181818182,3.25,1.1374284948348052,0.4166666666666667,0.5833333333333334,0,0,0,0,36-45
532,25,Male,Single,Research & Development,Other,5,Travel_Rarely,21,Sales Executive,2,2,1,1,3,3,3,2,3,1,0,0,0,4,0,Yes,12,6120,120,75,12320,Yes,1,0.3333333333333333,0.6666666666666666,2.0,0.7575588909457495,0.0,0.0,0,1,1,1,18-25
533,24,Male,Married,Research & Development,Marketing,4,Travel_Rarely,7,Human Resources,3,2,1,4,1,3,3,6,2,1,0,0,0,2,1,No,19,9886,913,67,8662,No,0,0.5,3.0,2.25,0.9614929727000914,0.0,0.0,0,0,1,0,18-25
534,30,Female,Married,Sales,Life Sciences,1,Travel_Rarely,14,Manager,2,4,3,3,3,3,3,5,10,4,1,1,3,4,1,Yes,12,6020,320,72,24703,Yes,1,0.4,0.5,3.0,0.7451804776950018,0.25,0.75,0,0,0,0,26-35
535,42,Female,Single,Research & Development,Medical,3,Non-Travel,22,Healthcare Representative,3,3,3,3,1,2,3,5,20,7,4,1,4,1,0,No,24,11512,1435,86,5863,No,0,0.35,0.25,2.25,1.1196345439736448,0.14285714285714285,0.5714285714285714,0,1,0,1,36-45
536,24,Female,Married,Sales,Life Sciences,1,Travel_Frequently,25,Research Director,3,2,1,2,2,3,3,0,4,3,1,0,1,0,0,No,13,9944,623,56,26045,No,0,0.75,0.0,2.0,0.9671339389570817,0.0,0.3333333333333333,1,1,0,1,18-25
537,37,Male,Married,Research & Development,Life Sciences,3,Travel_Rarely,15,Healthcare Representative,3,2,2,3,4,4,3,3,17,12,3,5,6,5,0,Yes,14,11174,786,49,3139,No,0,0.7058823529411765,0.17647058823529413,3.25,1.0867613268208398,0.4166666666666667,0.5,0,1,0,1,36-45
538,22,Male,Married,Sales,Medical,1,Travel_Rarely,27,Laboratory Technician,5,1,1,2,2,4,3,3,4,2,0,0,1,1,0,No,20,14708,974,63,16173,No,0,0.5,0.75,2.25,0.99094952984013,0.0,0.5,0,1,0,1,18-25
539,41,Male,Divorced,Human Resources,Medical,4,Non-Travel,9,Healthcare Representative,1,3,1,2,3,3,3,8,22,9,7,0,1,0,0,No,24,5368,319,77,16558,No,0,0.4090909090909091,0.36363636363636365,2.25,0.9485344353383928,0.0,0.1111111111111111,0,1,0,0,36-45
540,18,Male,Married,Research & Development,Technical Degree,3,Travel_Frequently,26,Sales Representative,4,3,1,1,2,3,3,8,0,0,0,0,0,5,3,Yes,17,10471,331,60,25752,Yes,1,0.0,8.0,1.75,0.822395454137453,0.0,0.0,1,0,1,1,18-25
541,48,Male,Divorced,Sales,Human Resources,4,Travel_Rarely,8,Sales Representative,2,1,3,1,4,3,3,8,29,6,3,0,4,4,0,No,14,8547,1442,51,25242,No,0,0.20689655172413793,0.27586206896551724,2.75,1.0579829805413923,0.0,0.6666666666666666,0,1,0,0,46-55
542,20,Female,Single,Sales,Life Sciences,3,Travel_Rarely,2,Research Scientist,1,2,4,4,4,3,3,4,2,1,0,0,0,6,0,Yes,16,3672,904,33,23060,No,0,0.5,2.0,3.75,0.6488484438454878,0.0,0.0,0,1,1,0,18-25
543,26,Male,Married,Sales,Other,2,Travel_Frequently,22,Human Resources,3,3,2,3,4,4,3,3,7,4,3,0,2,4,2,No,24,9137,417,70,24896,No,0,0.5714285714285714,0.42857142857142855,3.25,0.8886467015537867,0.0,0.5,1,0,0,1,26-35
544,25,Male,Divorced,Research & Development,Medical,2,Travel_Rarely,22,Laboratory Technician,2,1,1,2,2,3,3,4,2,0,0,0,0,3,2,No,24,6864,1028,31,23659,No,0,0.0,2.0,2.0,0.8496542855313112,0.0,0.0,0,0,1,1,18-25
545,53,Male,Divorced,Research & Development,Life Sciences,2,Travel_Frequently,27,Research Director,1,4,4,4,2,3,3,7,35,11,1,1,4,4,1,Yes,12,7134,1350,63,14824,No,0,0.3142857142857143,0.2,3.25,1.2605895420462172,0.09090909090909091,0.36363636363636365,1,0,0,1,46-55
546,20,Male,Married,Research & Development,Technical Degree,3,Travel_Rarely,27,Laboratory Technician,3,4,2,3,3,3,3,6,2,0,0,0,0,5,1,No,24,10265,1169,73,23706,No,0,0.0,3.0,2.75,0.9983537694483551,0.0,0.0,0,0,1,1,18-25
547,36,Male,Married,Research & Development,Life Sciences,3,Travel_Rarely,3,Sales Executive,5,3,1,3,4,3,3,6,16,6,4,2,3,4,0,No,23,15801,660,62,21281,No,0,0.375,0.375,2.75,1.0645902584310507,0.3333333333333333,0.5,0,1,0,0,36-45
548,43,Male,Married,Research & Development,Medical,4,Travel_Frequently,19,Human Resources,3,1,1,1,3,2,4,4,23,14,3,7,7,2,2,Yes,19,10445,1024,66,11656,Yes,1,0.6086956521739131,0.17391304347826086,1.75,1.0158602164528074,0.5,0.5,1,0,0,1,36-45
549,40,Female,Married,Research & Development,Technical Degree,1,Travel_Rarely,21,Manager,4,3,2,3,3,3,3,6,17,8,4,1,1,6,1,No,14,11967,1353,49,24009,No,0,0.47058823529411764,0.35294117647058826,2.75,0.9398917390567185,0.125,0.125,0,0,0,1,36-45
550,47,Male,Married,Research & Development,Life Sciences,2,Travel_Rarely,18,Research Scientist,1,4,3,1,4,3,3,8,28,25,8,5,8,4,1,No,17,6739,450,47,2766,No,0,0.8928571428571429,0.2857142857142857,2.75,1.1907923919048862,0.2,0.32,0,0,0,1,46-55
551,52,Male,Divorced,Research & Development,Human Resources,5,Travel_Rarely,1,Sales Executive,1,1,2,3,4,1,3,6,32,24,3,12,16,6,0,Yes,22,6729,1206,89,4570,No,0,0.75,0.1875,2.5,1.189025375445612,0.5,0.6666666666666666,0,1,0,0,46-55
552,34,Male,Married,Research & Development,Life Sciences,5,Travel_Rarely,2,Research Scientist,2,4,2,1,2,3,3,4,15,13,11,0,1,3,1,No,15,6806,1496,93,6116,No,0,0.8666666666666667,0.26666666666666666,2.0,0.8424748058458775,0.0,0.07692307692307693,0,0,0,0,26-35
553,53,Female,Single,Human Resources,Technical Degree,5,Travel_Frequently,20,Research Scientist,4,4,2,3,1,2,3,8,34,30,18,2,17,3,1,No,16,14140,583,41,15370,No,0,0.8823529411764706,0.23529411764705882,2.0,1.110559805319796,0.06666666666666667,0.5666666666666667,1,0,0,1,46-55
554,31,Male,Married,Research & Development,Life Sciences,2,Travel_Rarely,25,Human Resources,5,1,4,2,2,2,3,9,12,11,7,3,5,5,0,No,17,15197,1343,44,3861,No,0,0.9166666666666666,0.75,2.5,1.0238958393378064,0.2727272727272727,0.45454545454545453,0,1,0,1,26-35
555,60,Female,Single,Sales,Life Sciences,1,Travel_Frequently,6,Research Scientist,1,1,3,1,3,3,4,7,40,39,10,15,14,4,1,No,12,7251,131,55,7623,No,0,0.975,0.175,2.5,1.2812636346197255,0.38461538461538464,0.358974358974359,1,0,0,0,56-60
556,39,Female,Single,Sales,Medical,1,Travel_Rarely,2,Research Scientist,3,3,3,2,4,3,3,8,17,7,6,1,2,5,0,No,17,9276,622,79,8059,No,0,0.4117647058823529,0.47058823529411764,3.0,0.9021655689627804,0.14285714285714285,0.2857142857142857,0,1,0,0,36-45
557,49,Male,Married,Research & Development,Technical Degree,1,Travel_Rarely,12,Research Director,2,4,2,1,2,3,3,2,27,9,5,0,6,6,1,Yes,13,7804,487,34,8063,No,0,0.3333333333333333,0.07407407407407407,2.0,0.966011370088338,0.0,0.6666666666666666,0,0,0,0,46-55
558,55,Female,Married,Research & Development,Life Sciences,5,Travel_Rarely,10,Research Director,4,4,3,1,1,1,3,4,36,11,9,6,4,1,0,No,11,13474,140,85,3382,No,0,0.3055555555555556,0.1111111111111111,1.5,1.0582519672474493,0.5454545454545454,0.36363636363636365,0,1,0,0,46-55
559,52,Male,Single,Research & Development,Human Resources,5,Travel_Rarely,29,Research Scientist,2,3,4,4,2,3,4,2,32,22,2,12,3,1,2,No,16,8321,943,30,7608,No,0,0.6875,0.0625,3.25,1.0300077665947027,0.5454545454545454,0.13636363636363635,0,0,0,1,46-55
560,54,Female,Single,Research & Development,Life Sciences,5,Travel_Frequently,27,Manager,3,3,3,2,3,1,4,3,35,26,6,10,17,1,1,No,22,12996,840,89,8923,No,0,0.7428571428571429,0.08571428571428572,2.25,1.2639654737214634,0.38461538461538464,0.6538461538461539,1,0,0,1,46-55
561,41,Male,Single,Research & Development,Medical,4,Travel_Rarely,17,Healthcare Representative,5,3,4,2,1,4,3,7,18,4,2,1,0,4,1,Yes,25,15609,630,32,20966,No,0,0.2222222222222222,0.3888888888888889,2.75,1.0516542841497545,0.25,0.0,0,0,0,1,36-45
562,19,Female,Divorced,Research & Development,Medical,2,Travel_Rarely,28,Manager,3,3,1,1,2,2,3,6,1,0,0,0,0,5,0,No,17,7901,1311,89,16724,Yes,1,0.0,6.0,1.5,0.7684357654565469,0.0,0.0,0,1,1,1,18-25
563,39,Male,Married,Sales,Life Sciences,3,Travel_Rarely,7,Laboratory Technician,4,4,4,2,2,4,4,0,19,15,3,5,1,6,1,No,22,14973,447,97,9867,No,0,0.7894736842105263,0.0,3.0,1.1759838730589325,0.3333333333333333,0.06666666666666667,0,0,0,0,36-45
