EmployeeNumber,Age,Gender,MaritalStatus,Department,EducationField,Education,BusinessTravel,DistanceFromHome,JobRole,JobLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,StockOptionLevel,OverTime,PercentSalaryHike,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,Attrition,Attrition_Flag
483,28,Male,Married,Research & Development,Human Resources,5,Travel_Frequently,27,Healthcare Representative,5,3,3,3,3,2,3,9,5,3,2,1,2,2,2,Yes,14,12920,1448,86,9293,Yes,1
484,52,Female,Married,Research & Development,Technical Degree,4,Travel_Frequently,15,Manufacturing Director,4,1,1,2,3,3,3,7,34,30,18,11,14,5,1,Yes,11,16204,398,100,4430,No,0
485,37,Male,Single,Sales,Other,5,Travel_Rarely,17,Manager,3,4,1,2,3,3,4,2,18,17,5,5,7,6,0,No,25,8359,575,99,20004,No,0
486,28,Male,Married,Sales,Human Resources,2,Travel_Rarely,1,Manufacturing Director,1,1,3,2,3,2,3,7,8,1,0,0,0,2,2,No,12,4239,780,48,21647,No,0
487,32,Male,Single,Research & Development,Life Sciences,5,Travel_Frequently,23,Healthcare Representative,3,4,4,1,4,3,3,2,10,7,4,2,6,6,1,No,17,11018,537,60,3377,No,0
488,40,Male,Married,Research & Development,Marketing,2,Travel_Frequently,8,Research Scientist,5,1,4,1,3,3,3,0,20,7,3,0,2,0,2,No,14,12996,579,78,5333,No,0
489,50,Male,Married,Research & Development,Life Sciences,3,Travel_Rarely,28,Manufacturing Director,5,2,2,1,4,3,3,4,29,15,10,4,2,4,0,Yes,16,15245,1397,35,10381,No,0
490,44,Male,Married,Research & Development,Other,5,Travel_Frequently,11,Manufacturing Director,4,3,4,4,3,3,4,5,25,17,5,1,3,1,0,No,21,12947,311,78,13611,No,0
491,58,Female,Single,Research & Development,Life Sciences,2,Travel_Rarely,6,Human Resources,5,4,2,2,4,3,3,4,35,26,12,6,17,5,1,No,18,17388,816,49,4762,No,0
492,55,Male,Divorced,Research & Development,Marketing,2,Travel_Frequently,18,Healthcare Representative,3,2,3,2,4,3,4,2,33,28,18,10,17,0,1,Yes,11,12118,759,90,16806,No,0
493,50,Male,Single,Research & Development,Technical Degree,5,Non-Travel,14,Sales Executive,1,4,2,4,1,3,4,2,32,24,5,2,11,5,1,No,12,7242,221,73,14417,No,0
494,43,Male,Married,Research & Development,Life Sciences,5,Travel_Frequently,14,Laboratory Technician,3,1,3,4,4,3,3,9,21,17,3,2,3,2,2,No,25,12249,382,58,21196,No,0
495,30,Male,Married,Research & Development,Technical Degree,2,Non-Travel,28,Sales Representative,2,2,3,1,3,4,3,2,12,8,1,3,4,1,1,No,14,7029,481,33,25823,No,0
496,35,Male,Divorced,Sales,Life Sciences,2,Travel_Rarely,11,Research Scientist,5,4,3,2,2,3,3,7,14,4,3,0,2,3,0,No,17,14391,758,79,4863,No,0
497,23,Female,Single,Research & Development,Medical,2,Travel_Rarely,12,Research Scientist,4,2,2,2,4,3,3,2,1,0,0,0,0,6,1,Yes,22,12837,682,68,13306,No,0
498,34,Male,Single,Sales,Medical,1,Travel_Rarely,19,Manufacturing Director,3,3,3,4,1,3,3,1,11,6,1,1,0,1,0,No,23,8192,929,74,22601,No,0
499,57,Female,Married,Sales,Medical,3,Travel_Rarely,5,Manufacturing Director,2,2,3,3,3,4,3,0,39,30,18,15,10,2,1,No,15,11567,627,31,2231,No,0
500,36,Female,Single,Research & Development,Medical,2,Travel_Frequently,25,Healthcare Representative,1,2,2,3,3,4,3,2,17,4,2,1,2,4,0,No,14,6429,1195,60,23263,No,0
501,22,Male,Single,Research & Development,Human Resources,5,Travel_Rarely,7,Sales Executive,1,4,3,1,4,2,3,8,0,0,0,0,0,0,0,No,17,4556,613,83,11915,Yes,1
502,46,Male,Married,Sales,Medical,1,Travel_Frequently,8,Sales Representative,2,3,1,2,3,2,3,4,27,10,8,5,2,6,3,Yes,16,7303,1294,95,21837,Yes,1
503,59,Male,Divorced,Sales,Medical,4,Travel_Rarely,1,Research Scientist,2,3,4,1,3,3,3,6,37,24,3,9,17,3,0,No,21,9977,1499,54,17030,No,0
504,55,Female,Single,Research & Development,Human Resources,3,Non-Travel,10,Sales Representative,2,3,1,3,3,4,3,9,36,18,10,8,8,6,1,No,21,10833,1035,47,25432,No,0
505,29,Male,Divorced,Research & Development,Technical Degree,4,Travel_Rarely,17,Manager,5,4,4,4,3,4,3,0,11,3,1,1,1,2,1,No,14,13159,242,80,5758,No,0
506,37,Female,Divorced,Sales,Life Sciences,1,Travel_Rarely,21,Research Scientist,4,2,4,4,4,3,3,1,16,3,1,1,2,5,0,No,16,12752,1350,45,23805,No,0
507,40,Female,Divorced,Sales,Other,3,Travel_Rarely,27,Healthcare Representative,3,4,4,2,4,2,3,9,18,8,6,2,4,2,2,No,21,9259,1243,93,16158,No,0
508,28,Female,Married,Research & Development,Life Sciences,4,Travel_Frequently,23,Sales Executive,1,3,1,2,1,4,3,5,9,5,2,0,0,3,0,No,18,4067,880,74,21199,Yes,1
509,29,Male,Married,Human Resources,Medical,2,Travel_Frequently,10,Sales Representative,5,4,1,4,3,1,3,6,6,5,1,0,1,2,1,No,19,15529,575,95,21324,No,0
510,28,Female,Married,Sales,Medical,5,Travel_Rarely,24,Laboratory Technician,4,4,1,2,2,3,3,3,5,1,0,0,0,3,1,Yes,23,13356,1094,43,16483,Yes,1
511,60,Male,Married,Human Resources,Technical Degree,3,Travel_Frequently,6,Manufacturing Director,3,1,2,4,1,3,3,8,40,24,4,7,13,1,1,No,20,10271,961,35,13317,No,0
512,50,Male,Divorced,Research & Development,Life Sciences,2,Travel_Rarely,7,Research Scientist,3,2,4,3,4,3,4,6,31,20,16,11,7,3,0,No,20,9784,1178,88,22215,No,0
513,54,Male,Single,Sales,Life Sciences,1,Travel_Rarely,11,Manufacturing Director,3,2,4,2,4,3,4,2,33,23,6,10,13,5,2,No,18,12015,1003,50,14649,No,0
514,53,Female,Single,Research & Development,Technical Degree,1,Travel_Rarely,16,Manufacturing Director,5,2,3,3,4,2,3,6,33,15,12,6,4,1,3,No,23,13683,1254,54,26383,No,0
515,59,Male,Single,Research & Development,Life Sciences,3,Non-Travel,6,Laboratory Technician,4,2,4,1,2,2,4,0,40,11,2,4,3,5,1,No,11,15324,1454,49,18668,No,0
516,22,Female,Divorced,Research & Development,Medical,3,Travel_Rarely,27,Human Resources,3,1,1,2,2,3,3,2,1,0,0,0,0,5,1,Yes,12,9318,1152,59,17932,Yes,1
517,55,Male,Married,Research & Development,Technical Degree,5,Travel_Rarely,8,Laboratory Technician,4,4,4,2,4,2,3,2,32,30,18,13,12,0,0,No,21,13388,545,93,16566,No,0
518,20,Female,Married,Research & Development,Marketing,4,Travel_Rarely,12,Research Scientist,5,4,2,4,1,3,3,7,1,0,0,0,0,4,0,No,20,14509,1363,78,8065,No,0
519,38,Male,Divorced,Research & Development,Life Sciences,1,Travel_Rarely,18,Healthcare Representative,2,3,3,3,1,2,3,7,19,12,2,3,5,3,1,No,15,6814,1257,35,20718,No,0
520,43,Male,Divorced,Research & Development,Life Sciences,3,Travel_Rarely,13,Laboratory Technician,5,2,4,2,2,3,3,0,21,4,2,0,3,4,0,No,20,13965,761,92,8196,No,0
521,33,Female,Single,Human Resources,Other,3,Travel_Rarely,12,Healthcare Representative,4,4,3,4,3,2,4,9,12,2,0,0,0,2,1,No,12,13349,183,61,17381,No,0
522,24,Male,Divorced,Research & Development,Medical,1,Travel_Rarely,29,Sales Representative,1,2,2,2,2,3,4,8,2,0,0,0,0,1,0,No,20,3435,1434,78,21899,Yes,1
523,26,Male,Divorced,Research & Development,Life Sciences,4,Travel_Frequently,13,Sales Executive,5,2,3,4,1,3,3,4,5,3,2,0,1,2,0,Yes,16,12484,856,55,13276,Yes,1
524,53,Male,Single,Research & Development,Life Sciences,3,Travel_Rarely,4,Healthcare Representative,4,4,2,3,3,2,3,2,31,11,9,1,1,1,1,No,19,14378,660,36,26736,No,0
525,31,Male,Married,Sales,Medical,1,Travel_Rarely,22,Sales Executive,2,4,3,4,4,3,3,4,9,3,2,0,0,2,0,No,16,6367,949,59,6091,No,0
526,31,Male,Married,Sales,Other,3,Travel_Rarely,21,Sales Executive,2,3,2,4,2,2,3,5,10,2,1,1,0,6,1,No,21,7087,198,54,7257,Yes,1
527,57,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,7,Sales Executive,5,1,2,2,2,3,3,6,37,8,4,1,1,5,1,No,12,18756,1256,31,9581,No,0
528,24,Male,Married,Research & Development,Life Sciences,2,Travel_Rarely,25,Research Scientist,5,1,1,2,2,2,4,3,4,2,1,0,1,1,0,No,23,12318,354,83,26252,No,0
529,57,Female,Single,Sales,Medical,2,Travel_Frequently,12,Manufacturing Director,1,4,2,4,2,4,3,1,38,24,9,0,6,3,0,Yes,18,7293,460,91,15351,No,0
530,57,Male,Single,Research & Development,Life Sciences,1,Travel_Rarely,5,Human Resources,4,2,3,1,3,1,3,6,37,24,17,14,9,0,0,No,14,11685,881,94,8707,No,0
531,43,Male,Single,Sales,Life Sciences,2,Travel_Rarely,6,Human Resources,1,3,4,4,2,3,4,7,22,12,7,5,7,0,1,No,25,6437,1030,47,26140,No,0
532,25,Male,Single,Research & Development,Other,5,Travel_Rarely,21,Sales Executive,2,2,1,1,3,3,3,2,3,1,0,0,0,4,0,Yes,12,6120,120,75,12320,Yes,1
533,24,Male,Married,Research & Development,Marketing,4,Travel_Rarely,7,Human Resources,3,2,1,4,1,3,3,6,2,1,0,0,0,2,1,No,19,9886,913,67,8662,No,0
534,30,Female,Married,Sales,Life Sciences,1,Travel_Rarely,14,Manager,2,4,3,3,3,3,3,5,10,4,1,1,3,4,1,Yes,12,6020,320,72,24703,Yes,1
535,42,Female,Single,Research & Development,Medical,3,Non-Travel,22,Healthcare Representative,3,3,3,3,1,2,3,5,20,7,4,1,4,1,0,No,24,11512,1435,86,5863,No,0
536,24,Female,Married,Sales,Life Sciences,1,Travel_Frequently,25,Research Director,3,2,1,2,2,3,3,0,4,3,1,0,1,0,0,No,13,9944,623,56,26045,No,0
537,37,Male,Married,Research & Development,Life Sciences,3,Travel_Rarely,15,Healthcare Representative,3,2,2,3,4,4,3,3,17,12,3,5,6,5,0,Yes,14,11174,786,49,3139,No,0
538,22,Male,Married,Sales,Medical,1,Travel_Rarely,27,Laboratory Technician,5,1,1,2,2,4,3,3,4,2,0,0,1,1,0,No,20,14708,974,63,16173,No,0
539,41,Male,Divorced,Human Resources,Medical,4,Non-Travel,9,Healthcare Representative,1,3,1,2,3,3,3,8,22,9,7,0,1,0,0,No,24,5368,319,77,16558,No,0
540,18,Male,Married,Research & Development,Technical Degree,3,Travel_Frequently,26,Sales Representative,4,3,1,1,2,3,3,8,0,0,0,0,0,5,3,Yes,17,10471,331,60,25752,Yes,1
541,48,Male,Divorced,Sales,Human Resources,4,Travel_Rarely,8,Sales Representative,2,1,3,1,4,3,3,8,29,6,3,0,4,4,0,No,14,8547,1442,51,25242,No,0
542,20,Female,Single,Sales,Life Sciences,3,Travel_Rarely,2,Research Scientist,1,2,4,4,4,3,3,4,2,1,0,0,0,6,0,Yes,16,3672,904,33,23060,No,0
543,26,Male,Married,Sales,Other,2,Travel_Frequently,22,Human Resources,3,3,2,3,4,4,3,3,7,4,3,0,2,4,2,No,24,9137,417,70,24896,No,0
544,25,Male,Divorced,Research & Development,Medical,2,Travel_Rarely,22,Laboratory Technician,2,1,1,2,2,3,3,4,2,0,0,0,0,3,2,No,24,6864,1028,31,23659,No,0
545,53,Male,Divorced,Research & Development,Life Sciences,2,Travel_Frequently,27,Research Director,1,4,4,4,2,3,3,7,35,11,1,1,4,4,1,Yes,12,7134,1350,63,14824,No,0
546,20,Male,Married,Research & Development,Technical Degree,3,Travel_Rarely,27,Laboratory Technician,3,4,2,3,3,3,3,6,2,0,0,0,0,5,1,No,24,10265,1169,73,23706,No,0
547,36,Male,Married,Research & Development,Life Sciences,3,Travel_Rarely,3,Sales Executive,5,3,1,3,4,3,3,6,16,6,4,2,3,4,0,No,23,15801,660,62,21281,No,0
548,43,Male,Married,Research & Development,Medical,4,Travel_Frequently,19,Human Resources,3,1,1,1,3,2,4,4,23,14,3,7,7,2,2,Yes,19,10445,1024,66,11656,Yes,1
549,40,Female,Married,Research & Development,Technical Degree,1,Travel_Rarely,21,Manager,4,3,2,3,3,3,3,6,17,8,4,1,1,6,1,No,14,11967,1353,49,24009,No,0
550,47,Male,Married,Research & Development,Life Sciences,2,Travel_Rarely,18,Research Scientist,1,4,3,1,4,3,3,8,28,25,8,5,8,4,1,No,17,6739,450,47,2766,No,0
551,52,Male,Divorced,Research & Development,Human Resources,5,Travel_Rarely,1,Sales Executive,1,1,2,3,4,1,3,6,32,24,3,12,16,6,0,Yes,22,6729,1206,89,4570,No,0
552,34,Male,Married,Research & Development,Life Sciences,5,Travel_Rarely,2,Research Scientist,2,4,2,1,2,3,3,4,15,13,11,0,1,3,1,No,15,6806,1496,93,6116,No,0
553,53,Female,Single,Human Resources,Technical Degree,5,Travel_Frequently,20,Research Scientist,4,4,2,3,1,2,3,8,34,30,18,2,17,3,1,No,16,14140,583,41,15370,No,0
554,31,Male,Married,Research & Development,Life Sciences,2,Travel_Rarely,25,Human Resources,5,1,4,2,2,2,3,9,12,11,7,3,5,5,0,No,17,15197,1343,44,3861,No,0
555,60,Female,Single,Sales,Life Sciences,1,Travel_Frequently,6,Research Scientist,1,1,3,1,3,3,4,7,40,39,10,15,14,4,1,No,12,7251,131,55,7623,No,0
556,39,Female,Single,Sales,Medical,1,Travel_Rarely,2,Research Scientist,3,3,3,2,4,3,3,8,17,7,6,1,2,5,0,No,17,9276,622,79,8059,No,0
557,49,Male,Married,Research & Development,Technical Degree,1,Travel_Rarely,12,Research Director,2,4,2,1,2,3,3,2,27,9,5,0,6,6,1,Yes,13,7804,487,34,8063,No,0
558,55,Female,Married,Research & Development,Life Sciences,5,Travel_Rarely,10,Research Director,4,4,3,1,1,1,3,4,36,11,9,6,4,1,0,No,11,13474,140,85,3382,No,0
559,52,Male,Single,Research & Development,Human Resources,5,Travel_Rarely,29,Research Scientist,2,3,4,4,2,3,4,2,32,22,2,12,3,1,2,No,16,8321,943,30,7608,No,0
560,54,Female,Single,Research & Development,Life Sciences,5,Travel_Frequently,27,Manager,3,3,3,2,3,1,4,3,35,26,6,10,17,1,1,No,22,12996,840,89,8923,No,0
561,41,Male,Single,Research & Development,Medical,4,Travel_Rarely,17,Healthcare Representative,5,3,4,2,1,4,3,7,18,4,2,1,0,4,1,Yes,25,15609,630,32,20966,No,0
562,19,Female,Divorced,Research & Development,Medical,2,Travel_Rarely,28,Manager,3,3,1,1,2,2,3,6,1,0,0,0,0,5,0,No,17,7901,1311,89,16724,Yes,1
563,39,Male,Married,Sales,Life Sciences,3,Travel_Rarely,7,Laboratory Technician,4,4,4,2,2,4,4,0,19,15,3,5,1,6,1,No,22,14973,447,97,9867,No,0
564,25,Male,Single,Research & Development,Other,5,Travel_Rarely,29,Sales Representative,4,1,4,2,4,1,4,7,6,4,1,1,1,0,0,No,14,12013,1250,86,5526,No,0
565,56,Male,Single,Sales,Medical,5,Travel_Frequently,13,Research Director,3,1,3,3,3,2,3,1,36,19,10,5,9,0,0,No,20,10285,990,99,14836,No,0
566,28,Female,Married,Research & Development,Marketing,3,Travel_Rarely,14,Sales Representative,2,1,4,1,3,3,4,1,5,1,0,0,0,4,0,No,20,7504,1356,62,9893,No,0
567,27,Male,Single,Research & Development,Medical,5,Travel_Rarely,2,Human Resources,5,4,3,4,3,3,3,5,6,3,2,1,2,1,0,No,15,15015,109,75,19428,No,0
568,28,Male,Married,Research & Development,Medical,2,Travel_Rarely,6,Sales Executive,2,3,2,1,1,4,3,2,8,2,1,0,0,3,2,Yes,17,6951,1457,74,7603,No,0
569,45,Female,Married,Research & Development,Marketing,3,Travel_Rarely,6,Manager,5,1,3,3,2,3,3,9,23,15,9,2,7,0,0,No,21,13745,103,30,26921,No,0
570,42,Female,Divorced,Research & Development,Human Resources,5,Travel_Frequently,15,Human Resources,5,1,3,1,4,3,3,1,20,8,6,2,5,0,2,Yes,15,16793,1098,90,4377,No,0
571,58,Male,Single,Research & Development,Marketing,2,Travel_Rarely,6,Healthcare Representative,3,2,1,4,3,1,3,1,40,15,7,7,8,3,2,No,20,10527,1153,80,22872,No,0
572,35,Male,Married,Research & Development,Medical,4,Travel_Rarely,3,Human Resources,5,1,1,3,3,3,3,7,15,8,1,1,3,4,1,Yes,14,14088,327,59,18902,No,0
573,30,Male,Single,Research & Development,Marketing,3,Travel_Rarely,18,Manufacturing Director,4,3,2,4,4,3,3,2,10,6,4,2,2,6,0,No,19,13181,149,45,18827,No,0
574,20,Female,Divorced,Sales,Marketing,2,Travel_Rarely,26,Human Resources,4,2,3,4,3,4,3,7,0,0,0,0,0,3,1,No,11,12056,150,77,24325,No,0
575,18,Male,Divorced,Sales,Medical,2,Travel_Frequently,3,Human Resources,1,2,1,4,3,3,3,6,0,0,0,0,0,4,2,No,17,4077,281,99,13288,No,0
576,34,Female,Married,Research & Development,Marketing,4,Travel_Rarely,17,Manager,1,1,4,3,1,3,3,1,12,2,0,1,1,6,0,No,18,4077,311,41,19899,Yes,1
577,57,Male,Married,Sales,Medical,3,Non-Travel,28,Sales Representative,1,3,1,4,1,3,3,5,34,31,18,15,17,3,0,No,23,6646,1454,95,15208,No,0
578,40,Male,Single,Research & Development,Technical Degree,2,Travel_Rarely,12,Healthcare Representative,1,4,4,1,1,2,3,5,22,4,3,2,1,1,0,No,16,6766,381,70,19105,No,0
579,56,Male,Divorced,Research & Development,Other,4,Travel_Frequently,6,Laboratory Technician,5,3,3,3,2,3,3,0,33,12,4,4,4,5,1,No,11,17613,1227,86,15822,No,0
580,22,Male,Married,Research & Development,Other,1,Travel_Frequently,3,Healthcare Representative,1,4,2,4,3,4,3,7,0,0,0,0,0,0,0,No,11,4344,185,40,26575,No,0
581,22,Female,Single,Sales,Technical Degree,1,Travel_Rarely,28,Human Resources,1,4,2,2,4,3,3,8,2,1,0,0,0,1,0,No,19,3395,1016,37,10082,Yes,1
582,53,Male,Married,Research & Development,Marketing,5,Travel_Rarely,12,Sales Executive,5,4,3,4,2,3,3,9,33,23,4,4,10,0,1,No,23,18970,734,76,20281,No,0
583,22,Male,Married,Sales,Technical Degree,4,Non-Travel,4,Research Scientist,2,3,1,3,3,4,4,0,4,3,0,0,0,4,1,No,24,5894,856,50,6155,No,0
584,20,Female,Divorced,Research & Development,Life Sciences,3,Travel_Rarely,26,Healthcare Representative,5,1,3,2,4,2,3,1,0,0,0,0,0,1,0,Yes,23,12286,1197,56,3177,Yes,1
585,35,Female,Married,Research & Development,Medical,1,Travel_Rarely,24,Manufacturing Director,5,2,3,2,3,4,3,8,16,13,2,4,6,2,2,No,16,16536,393,74,19583,No,0
586,57,Female,Married,Sales,Life Sciences,3,Travel_Frequently,21,Manager,3,2,1,1,2,3,3,3,34,11,7,2,5,4,0,No,18,11299,105,46,7456,No,0
587,47,Male,Married,Sales,Life Sciences,3,Travel_Frequently,3,Manufacturing Director,5,3,4,4,2,3,3,6,29,24,17,5,10,2,0,Yes,24,16730,409,54,2391,No,0
588,22,Male,Single,Sales,Other,3,Travel_Rarely,3,Manager,5,4,3,3,3,3,4,3,2,1,0,0,0,2,0,No,23,13579,1225,55,17936,No,0
589,53,Female,Married,Research & Development,Human Resources,1,Travel_Rarely,7,Sales Executive,1,3,1,2,2,3,3,2,33,29,18,3,16,3,0,No,17,7980,927,55,17296,No,0
590,54,Male,Single,Research & Development,Medical,3,Travel_Rarely,5,Laboratory Technician,1,2,3,4,1,1,3,6,31,24,18,6,2,0,1,Yes,18,5921,1395,79,17976,No,0
591,52,Male,Divorced,Sales,Life Sciences,3,Travel_Rarely,16,Sales Representative,2,4,2,1,3,2,3,2,30,21,9,1,14,6,0,No,12,7646,1268,40,13351,No,0
592,56,Female,Married,Sales,Marketing,2,Non-Travel,12,Healthcare Representative,3,3,4,4,3,3,3,1,33,20,3,10,9,6,2,No,13,12209,312,94,22814,No,0
593,28,Male,Married,Research & Development,Medical,1,Travel_Rarely,23,Sales Representative,4,4,2,2,2,3,3,5,9,4,1,0,2,4,2,Yes,18,13197,180,80,2320,No,0
594,60,Male,Single,Sales,Technical Degree,5,Travel_Frequently,3,Manager,1,3,4,3,1,3,3,1,40,35,18,15,17,0,0,No,18,8900,129,30,5970,No,0
595,31,Female,Single,Research & Development,Other,4,Non-Travel,22,Laboratory Technician,1,3,4,1,4,1,3,1,10,7,2,1,1,3,1,No,19,4645,364,70,11412,Yes,1
596,52,Female,Married,Research & Development,Medical,4,Travel_Frequently,28,Manufacturing Director,2,2,1,3,2,2,3,7,32,17,11,8,9,2,1,Yes,15,10043,771,41,26530,Yes,1
597,42,Male,Single,Research & Development,Life Sciences,4,Non-Travel,4,Human Resources,2,2,2,3,3,2,3,5,24,19,12,8,6,1,2,No,14,8110,123,40,20014,No,0
598,51,Male,Single,Research & Development,Life Sciences,4,Travel_Rarely,19,Human Resources,5,2,1,4,1,3,3,5,29,7,4,3,0,6,0,No,17,14770,1315,80,14907,No,0
599,44,Male,Married,Research & Development,Life Sciences,1,Travel_Rarely,15,Sales Executive,2,2,2,2,2,2,4,1,26,22,4,11,9,2,1,No,24,7083,769,47,25730,No,0
600,45,Male,Married,Research & Development,Medical,3,Travel_Frequently,3,Sales Representative,5,3,1,1,3,2,3,1,26,22,7,9,7,4,0,No,25,14098,1131,70,25010,No,0
601,44,Female,Married,Sales,Life Sciences,5,Travel_Rarely,9,Healthcare Representative,1,2,3,1,1,3,3,3,21,8,3,0,0,4,0,Yes,11,5132,1321,50,4629,No,0
602,51,Female,Married,Sales,Life Sciences,2,Travel_Rarely,23,Sales Executive,1,1,1,1,2,3,3,3,29,6,4,1,2,2,2,No,16,6041,148,52,15233,No,0
603,49,Male,Divorced,Research & Development,Life Sciences,5,Travel_Rarely,26,Manager,5,1,3,2,3,3,3,4,28,21,13,4,7,2,0,No,18,14501,707,77,25783,No,0
604,23,Male,Married,Sales,Life Sciences,1,Travel_Rarely,11,Sales Executive,2,4,2,4,4,2,4,1,5,1,0,0,0,6,1,No,14,7579,1042,76,6672,Yes,1
605,53,Female,Married,Research & Development,Technical Degree,2,Travel_Rarely,4,Laboratory Technician,1,2,4,1,2,4,3,8,34,33,18,15,3,5,0,No,16,6295,1495,31,5947,No,0
606,41,Male,Divorced,Research & Development,Life Sciences,2,Non-Travel,8,Sales Representative,3,3,4,1,1,3,3,3,22,4,2,0,1,3,2,Yes,12,11871,1244,91,10775,No,0
607,31,Male,Married,Human Resources,Human Resources,4,Travel_Rarely,25,Research Director,1,4,3,1,1,3,3,8,10,3,0,1,1,3,0,Yes,17,5491,403,71,26225,Yes,1
608,40,Male,Married,Research & Development,Life Sciences,1,Travel_Frequently,17,Manufacturing Director,1,1,2,2,3,2,3,4,19,4,1,0,1,0,0,Yes,24,5602,479,48,7529,Yes,1
609,59,Female,Married,Research & Development,Life Sciences,2,Travel_Rarely,13,Research Director,3,4,3,3,3,2,3,4,39,32,6,13,17,1,1,Yes,24,13233,1219,38,17887,No,0
610,54,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,1,Research Director,3,3,3,2,3,3,4,1,32,21,3,7,17,0,0,Yes,11,10732,1014,64,8605,No,0
611,53,Female,Married,Sales,Technical Degree,2,Travel_Rarely,23,Healthcare Representative,3,3,1,2,2,2,3,6,31,27,9,8,3,5,0,No,20,9333,449,79,20422,No,0
612,37,Male,Married,Research & Development,Life Sciences,5,Travel_Rarely,14,Research Scientist,3,2,2,1,1,3,3,0,15,14,10,7,5,6,1,Yes,24,10714,791,31,24258,No,0
613,51,Female,Single,Research & Development,Medical,5,Travel_Frequently,16,Manager,1,3,4,4,1,3,4,7,33,22,4,3,17,1,3,Yes,22,7287,1400,50,3016,No,0
614,34,Male,Single,Human Resources,Life Sciences,2,Travel_Rarely,25,Sales Executive,2,1,2,1,1,2,3,8,13,5,0,2,3,1,1,Yes,11,7314,387,97,11434,No,0
615,47,Male,Married,Research & Development,Other,3,Travel_Rarely,17,Human Resources,2,2,1,1,2,2,3,3,28,7,1,2,6,2,0,No,16,10183,561,37,16472,No,0
616,45,Male,Single,Sales,Life Sciences,2,Travel_Frequently,27,Manufacturing Director,2,4,4,3,2,2,3,8,26,23,7,3,15,5,0,Yes,22,9401,1362,86,6566,No,0
617,28,Male,Married,Research & Development,Medical,2,Travel_Rarely,17,Sales Representative,3,2,4,4,1,3,3,6,5,1,0,0,0,2,1,No,25,8722,1042,46,17873,No,0
618,29,Male,Married,Research & Development,Technical Degree,4,Travel_Rarely,10,Sales Representative,2,3,3,2,3,1,3,0,9,8,0,0,1,0,0,Yes,15,5846,412,65,11113,Yes,1
619,20,Male,Divorced,Sales,Life Sciences,2,Travel_Rarely,27,Healthcare Representative,4,4,3,1,2,3,3,2,0,0,0,0,0,4,1,Yes,15,12364,501,84,2881,Yes,1
620,24,Male,Single,Research & Development,Life Sciences,1,Travel_Rarely,19,Human Resources,5,3,2,3,4,2,3,6,5,3,2,1,1,1,1,No,14,16107,1276,100,17431,No,0
621,36,Male,Married,Sales,Technical Degree,2,Travel_Rarely,23,Research Director,4,2,2,2,2,3,3,7,13,8,2,0,4,4,2,No,24,12660,492,72,2952,No,0
622,38,Female,Married,Sales,Life Sciences,5,Travel_Rarely,7,Research Director,2,4,4,2,1,4,3,0,19,18,4,1,12,5,0,No,13,8806,1082,45,7022,No,0
623,25,Male,Single,Research & Development,Life Sciences,2,Travel_Rarely,20,Sales Executive,3,4,4,4,3,4,4,6,6,4,1,1,3,0,2,No,16,9092,794,35,6093,Yes,1
624,35,Female,Single,Sales,Medical,2,Travel_Rarely,17,Healthcare Representative,3,3,2,4,3,3,3,8,16,11,3,1,2,6,0,No,13,9012,409,82,3274,No,0
625,43,Female,Single,Research & Development,Life Sciences,4,Travel_Frequently,4,Human Resources,4,1,2,2,4,3,3,0,24,13,7,2,5,4,1,Yes,25,15136,615,71,12281,No,0
626,28,Male,Single,Sales,Human Resources,1,Travel_Rarely,8,Research Director,2,2,1,3,3,3,3,8,7,4,1,1,3,0,0,No,11,7348,1095,84,23803,No,0
627,32,Female,Single,Research & Development,Marketing,2,Travel_Rarely,27,Healthcare Representative,1,2,1,3,2,4,3,5,14,7,5,1,5,1,1,Yes,18,5304,1222,100,9638,No,0
628,33,Female,Married,Sales,Medical,1,Travel_Rarely,17,Sales Executive,4,1,2,4,3,3,3,6,14,13,10,6,9,1,0,No,13,12979,136,88,7980,No,0
629,39,Female,Married,Research & Development,Life Sciences,5,Travel_Rarely,23,Laboratory Technician,4,2,3,4,4,2,3,0,17,12,8,3,7,6,0,No,17,12477,1367,65,22174,No,0
630,33,Male,Single,Sales,Marketing,5,Travel_Rarely,5,Manager,1,1,3,2,3,3,3,6,15,12,3,4,10,5,1,No,19,4410,430,78,25409,No,0
631,49,Male,Single,Research & Development,Marketing,4,Travel_Rarely,7,Manager,4,3,4,1,4,1,4,4,29,6,2,1,2,2,0,No,21,14384,1008,74,9531,No,0
632,32,Male,Single,Research & Development,Life Sciences,2,Travel_Frequently,28,Human Resources,1,2,2,1,4,3,3,3,10,8,2,1,1,3,3,No,19,3919,499,43,3178,No,0
